Salary,First,Last,Email,Phone,Language,Hire Date
227114,Nick,Ahmed,nick.ahmed@company.org,19292383363,english,"July 31, 2019"
121736,Kurt,Ainsworth,kurt.ainsworth@company.org,19292383363,english,"April 29, 2001"
256633,Jonathan,Albaladejo,jonathan.albaladejo@company.org,19292383363,english,"October 27, 2005"
297443,Andrew,Albers,andrew.albers@company.org,19292383363,english,"October 18, 2017"
311301,Hanser,Alberto,hanser.alberto@company.org,19292383363,english,"February 19, 2002"
281139,Jose,Alberro,jose.alberro@company.org,19292383363,english,"May 7, 2015"
218344,Matt,Albers,matt.albers@company.org,19292383363,english,"April 22, 2003"
226436,Ozzie,Albies,ozzie.albies@company.org,19292383363,french,"June 21, 2009"
257563,Al,Alburquerque,al.alburquerque@company.org,19292383363,spanish,"September 1, 2002"
260276,Arismendy,Alcantara,arismendy.alcantara@company.org,19292383363,english,"May 25, 2016"
357139,Israel,Alcantara,israel.alcantara@company.org,19292383363,french,"August 18, 2007"
138561,Raul,Alcantara,raul.alcantara@company.org,19292383363,english,"October 9, 2012"
82988,Sandy,Alcantara,sandy.alcantara@company.org,19292383363,english,"May 23, 2002"
244816,Victor,Alcantara,victor.alcantara@company.org,19292383363,english,"February 20, 2005"
266926,Cory,Aldridge,cory.aldridge@company.org,19292383363,english,"July 18, 2015"
157331,Luke,Allen,luke.allen@company.org,19292383363,english,"July 13, 2013"
335360,Armando,Almanza,armando.almanza@company.org,19292383363,english,"January 16, 2009"
50796,Carlos,Almanzar,carlos.almanzar@company.org,19292383363,english,"August 28, 2013"
342910,Abraham,Almonte,abraham.almonte@company.org,19292383363,english,"September 10, 2010"
378636,Edwin,Almonte,edwin.almonte@company.org,19292383363,italian,"January 3, 2012"
315472,Erick,Almonte,erick.almonte@company.org,19292383363,english,"December 4, 2016"
389248,Hector,Almonte,hector.almonte@company.org,19292383363,french,"August 26, 2016"
126926,Miguel,Almonte,miguel.almonte@company.org,19292383363,english,"February 1, 2007"
335328,Yency,Almonte,yency.almonte@company.org,19292383363,english,"April 27, 2019"
334184,Zoilo,Almonte,zoilo.almonte@company.org,19292383363,english,"January 8, 2005"
360748,Albert,Almora,albert.almora@company.org,19292383363,english,"March 24, 2017"
274827,Yonder,Alonso,yonder.alonso@company.org,19292383363,english,"April 29, 2004"
119131,Garvin,Alston,garvin.alston@company.org,19292383363,english,"February 1, 2008"
285052,Dan,Altavilla,dan.altavilla@company.org,19292383363,portuguese,"June 5, 2000"
190572,Aaron,Altherr,aaron.altherr@company.org,19292383363,english,"March 10, 2019"
341479,Jose,Altuve,jose.altuve@company.org,19292383363,english,"June 9, 2009"
274615,Abe,Alvarez,abe.alvarez@company.org,19292383363,english,"November 28, 2003"
239465,Clemente,Alvarez,clemente.alvarez@company.org,19292383363,english,"November 17, 2011"
203128,Dario,Alvarez,dario.alvarez@company.org,19292383363,english,"January 7, 2012"
73129,Dariel,Alvarez,dariel.alvarez@company.org,19292383363,english,"June 8, 2002"
72600,Gabe,Alvarez,gabe.alvarez@company.org,19292383363,english,"September 25, 2004"
336850,Henderson,Alvarez,henderson.alvarez@company.org,19292383363,english,"January 10, 2002"
164277,Jose,Alvarez,jose.alvarez@company.org,19292383363,english,"August 28, 2000"
93145,Jose,Alvarado,jose.alvarado@company.org,19292383363,english,"June 6, 2006"
190609,Juan,Alvarez,juan.alvarez@company.org,19292383363,italian,"September 7, 2009"
178495,Pedro,Alvarez,pedro.alvarez@company.org,19292383363,english,"January 25, 2008"
272963,Tavo,Alvarez,tavo.alvarez@company.org,19292383363,english,"May 21, 2015"
306974,Tony,Alvarez,tony.alvarez@company.org,19292383363,portuguese,"May 25, 2006"
184488,Victor,Alvarez,victor.alvarez@company.org,19292383363,english,"May 30, 2009"
52381,Alexi,Amarista,alexi.amarista@company.org,19292383363,english,"August 23, 2017"
180026,Chip,Ambres,chip.ambres@company.org,19292383363,english,"November 1, 2001"
183321,Hector,Ambriz,hector.ambriz@company.org,19292383363,english,"October 25, 2007"
167282,Steve,Ames,steve.ames@company.org,19292383363,english,"March 15, 2003"
314857,Alfredo,Amezaga,alfredo.amezaga@company.org,19292383363,english,"December 3, 2003"
189286,Brian,Anderson,brian.anderson@company.org,19292383363,english,"November 15, 2007"
188472,Brett,Anderson,brett.anderson@company.org,19292383363,english,"January 16, 2001"
286615,Bryan,Anderson,bryan.anderson@company.org,19292383363,english,"August 13, 2019"
306585,Chase,Anderson,chase.anderson@company.org,19292383363,english,"November 23, 2013"
70734,Cody,Anderson,cody.anderson@company.org,19292383363,english,"December 14, 2003"
177757,Drew,Anderson,drew.anderson@company.org,19292383363,english,"April 10, 2014"
93678,Garret,Anderson,garret.anderson@company.org,19292383363,english,"December 17, 2018"
264835,Jason,Anderson,jason.anderson@company.org,19292383363,english,"October 24, 2014"
183556,Jimmy,Anderson,jimmy.anderson@company.org,19292383363,english,"August 26, 2007"
327285,Josh,Anderson,josh.anderson@company.org,19292383363,english,"February 21, 2008"
337811,Justin,Anderson,justin.anderson@company.org,19292383363,english,"October 2, 2016"
70292,Lars,Anderson,lars.anderson@company.org,19292383363,portuguese,"March 6, 2008"
291820,Matt,Anderson,matt.anderson@company.org,19292383363,english,"February 23, 2005"
236285,Marlon,Anderson,marlon.anderson@company.org,19292383363,english,"April 4, 2008"
93386,Mike,Anderson,mike.anderson@company.org,19292383363,english,"January 18, 2005"
271319,Tanner,Anderson,tanner.anderson@company.org,19292383363,english,"October 21, 2012"
88718,Tim,Anderson,tim.anderson@company.org,19292383363,english,"December 15, 2002"
370322,Tyler,Anderson,tyler.anderson@company.org,19292383363,english,"July 29, 2002"
116212,Robert,Andino,robert.andino@company.org,19292383363,italian,"September 3, 2004"
361391,Steve,Andrade,steve.andrade@company.org,19292383363,english,"September 11, 2013"
45642,Clayton,Andrews,clayton.andrews@company.org,19292383363,english,"February 26, 2017"
198515,John,Andreoli,john.andreoli@company.org,19292383363,french,"April 13, 2016"
240407,Shane,Andrews,shane.andrews@company.org,19292383363,english,"January 13, 2011"
327534,Matt,Andriese,matt.andriese@company.org,19292383363,english,"November 28, 2018"
180555,Elvis,Andrus,elvis.andrus@company.org,19292383363,english,"February 10, 2016"
97972,Luis,Andujar,luis.andujar@company.org,19292383363,english,"July 20, 2018"
59201,Miguel,Andujar,miguel.andujar@company.org,19292383363,english,"March 5, 2006"
245587,Matt,Angle,matt.angle@company.org,19292383363,english,"June 27, 2008"
98791,Rick,Ankiel,rick.ankiel@company.org,19292383363,french,"June 8, 2000"
366571,Dean,Anna,dean.anna@company.org,19292383363,french,"March 17, 2000"
291195,Dustin,Antolin,dustin.antolin@company.org,19292383363,french,"January 9, 2012"
248117,Matt,Antonelli,matt.antonelli@company.org,19292383363,french,"June 1, 2003"
288281,Nori,Aoki,nori.aoki@company.org,19292383363,french,"September 27, 2019"
261566,Aristides,Aquino,aristides.aquino@company.org,19292383363,french,"September 16, 2005"
255727,Greg,Aquino,greg.aquino@company.org,19292383363,french,"April 11, 2009"
337483,Jayson,Aquino,jayson.aquino@company.org,19292383363,french,"December 26, 2002"
298059,Victor,Arano,victor.arano@company.org,19292383363,french,"August 17, 2001"
143891,Elvis,Araujo,elvis.araujo@company.org,19292383363,french,"January 17, 2014"
70641,Pedro,Araujo,pedro.araujo@company.org,19292383363,french,"May 10, 2003"
366829,Chris,Archer,chris.archer@company.org,19292383363,french,"March 26, 2016"
108527,Francisco,Arcia,francisco.arcia@company.org,19292383363,french,"April 26, 2018"
283107,Orlando,Arcia,orlando.arcia@company.org,19292383363,italian,"March 4, 2013"
133618,Oswaldo,Arcia,oswaldo.arcia@company.org,19292383363,spanish,"September 3, 2002"
88740,Danny,Ardoin,danny.ardoin@company.org,19292383363,portuguese,"February 15, 2019"
314434,Nolan,Arenado,nolan.arenado@company.org,19292383363,english,"November 4, 2002"
106881,Alex,Arias,alex.arias@company.org,19292383363,spanish,"October 20, 2015"
99894,Alberto,Arias,alberto.arias@company.org,19292383363,italian,"July 1, 2008"
120998,George,Arias,george.arias@company.org,19292383363,english,"January 23, 2016"
271452,Joaquin,Arias,joaquin.arias@company.org,19292383363,english,"March 16, 2019"
52435,Marcos,Armas,marcos.armas@company.org,19292383363,english,"February 29, 2008"
316412,Tony,Armas,tony.armas@company.org,19292383363,english,"October 22, 2005"
213321,Shawn,Armstrong,shawn.armstrong@company.org,19292383363,english,"March 20, 2014"
336404,Jamie,Arnold,jamie.arnold@company.org,19292383363,english,"December 5, 2015"
174808,Rene,Arocha,rene.arocha@company.org,19292383363,english,"August 2, 2009"
295498,Jonathan,Aro,jonathan.aro@company.org,19292383363,french,"December 6, 2014"
382655,Jose,Arredondo,jose.arredondo@company.org,19292383363,english,"June 19, 2017"
272209,Jake,Arrieta,jake.arrieta@company.org,19292383363,portuguese,"April 25, 2016"
359720,Rolando,Arrojo,rolando.arrojo@company.org,19292383363,english,"May 28, 2015"
243858,Bronson,Arroyo,bronson.arroyo@company.org,19292383363,english,"March 7, 2012"
292544,Christian,Arroyo,christian.arroyo@company.org,19292383363,english,"May 27, 2018"
247391,Erisbel,Arruebarrena,erisbel.arruebarrena@company.org,19292383363,english,"October 20, 2009"
126482,Jose,Ascanio,jose.ascanio@company.org,19292383363,english,"April 17, 2011"
255306,Cody,Asche,cody.asche@company.org,19292383363,english,"February 1, 2004"
289425,Miguel,Asencio,miguel.asencio@company.org,19292383363,english,"January 25, 2003"
236399,Alec,Asher,alec.asher@company.org,19292383363,english,"August 13, 2001"
56930,Billy,Ashley,billy.ashley@company.org,19292383363,spanish,"October 7, 2011"
281448,Nevin,Ashley,nevin.ashley@company.org,19292383363,spanish,"September 8, 2016"
78658,Ezequiel,Astacio,ezequiel.astacio@company.org,19292383363,spanish,"November 9, 2008"
263724,Pedro,Astacio,pedro.astacio@company.org,19292383363,spanish,"October 12, 2002"
147103,Barrett,Astin,barrett.astin@company.org,19292383363,spanish,"January 12, 2006"
281197,Willians,Astudillo,willians.astudillo@company.org,19292383363,spanish,"June 13, 2003"
101182,Carlos,Asuaje,carlos.asuaje@company.org,19292383363,spanish,"September 8, 2013"
361529,Scott,Atchison,scott.atchison@company.org,19292383363,spanish,"October 1, 2013"
352331,Justin,Atchley,justin.atchley@company.org,19292383363,spanish,"January 30, 2012"
209740,Luis,Atilano,luis.atilano@company.org,19292383363,spanish,"April 26, 2010"
96670,Garrett,Atkins,garrett.atkins@company.org,19292383363,spanish,"February 22, 2014"
178309,Mitch,Atkins,mitch.atkins@company.org,19292383363,spanish,"September 12, 2006"
233897,Michael,Aubrey,michael.aubrey@company.org,19292383363,spanish,"October 13, 2006"
90112,Derek,Aucoin,derek.aucoin@company.org,19292383363,spanish,"February 16, 2008"
184015,Rich,Aude,rich.aude@company.org,19292383363,spanish,"April 20, 2014"
82405,Bryan,Augenstein,bryan.augenstein@company.org,19292383363,english,"September 5, 2001"
322259,Phillippe,Aumont,phillippe.aumont@company.org,19292383363,french,"February 26, 2014"
311651,Rich,Aurilia,rich.aurilia@company.org,19292383363,english,"March 27, 2012"
225449,Joe,Ausanio,joe.ausanio@company.org,19292383363,english,"May 10, 2001"
141589,Brad,Ausmus,brad.ausmus@company.org,19292383363,english,"December 25, 2012"
195959,Jeff,Austin,jeff.austin@company.org,19292383363,english,"November 8, 2015"
330259,Tyler,Austin,tyler.austin@company.org,19292383363,english,"December 18, 2014"
204816,Abiatal,Avelino,abiatal.avelino@company.org,19292383363,english,"November 8, 2015"
231363,Bruce,Aven,bruce.aven@company.org,19292383363,spanish,"November 10, 2018"
118803,Xavier,Avery,xavier.avery@company.org,19292383363,english,"March 2, 2019"
371152,Brian,Bannister,brian.bannister@company.org,19292383363,english,"August 13, 2006"
347417,Brandon,Bantz,brandon.bantz@company.org,19292383363,spanish,"June 24, 2009"
158165,Manny,Banuelos,manny.banuelos@company.org,19292383363,french,"November 25, 2002"
324224,Travis,Baptist,travis.baptist@company.org,19292383363,english,"December 21, 2012"
129925,Rod,Barajas,rod.barajas@company.org,19292383363,english,"November 1, 2010"
192193,Johnny,Barbato,johnny.barbato@company.org,19292383363,english,"September 19, 2008"
342214,Brian,Barber,brian.barber@company.org,19292383363,english,"December 14, 2011"
270560,Lorenzo,Barcelo,lorenzo.barcelo@company.org,19292383363,english,"October 2, 2017"
55426,Daniel,Bard,daniel.bard@company.org,19292383363,portuguese,"February 18, 2009"
313225,Brian,Barden,brian.barden@company.org,19292383363,portuguese,"July 26, 2019"
155415,Josh,Bard,josh.bard@company.org,19292383363,portuguese,"October 17, 2011"
227091,Luke,Bard,luke.bard@company.org,19292383363,portuguese,"December 3, 2014"
175877,Josh,Barfield,josh.barfield@company.org,19292383363,portuguese,"September 20, 2013"
247392,Brian,Bark,brian.bark@company.org,19292383363,portuguese,"December 21, 2015"
126808,Andy,Barkett,andy.barkett@company.org,19292383363,portuguese,"March 9, 2009"
208829,Glen,Barker,glen.barker@company.org,19292383363,portuguese,"April 29, 2016"
116292,Kevin,Barker,kevin.barker@company.org,19292383363,portuguese,"September 10, 2012"
286884,Richie,Barker,richie.barker@company.org,19292383363,portuguese,"June 1, 2013"
51879,Sean,Barker,sean.barker@company.org,19292383363,portuguese,"August 31, 2010"
398716,Brian,Barkley,brian.barkley@company.org,19292383363,portuguese,"November 14, 2007"
46584,Scott,Barlow,scott.barlow@company.org,19292383363,portuguese,"September 27, 2016"
398860,Clint,Barmes,clint.barmes@company.org,19292383363,portuguese,"March 16, 2017"
352522,Austin,Barnes,austin.barnes@company.org,19292383363,portuguese,"August 20, 2007"
358232,Brandon,Barnes,brandon.barnes@company.org,19292383363,portuguese,"June 20, 2018"
63632,Darwin,Barney,darwin.barney@company.org,19292383363,portuguese,"December 29, 2013"
157837,Danny,Barnes,danny.barnes@company.org,19292383363,portuguese,"December 12, 2002"
287235,Jacob,Barnes,jacob.barnes@company.org,19292383363,portuguese,"March 28, 2003"
387788,John,Barnes,john.barnes@company.org,19292383363,portuguese,"May 11, 2018"
316716,Larry,Barnes,larry.barnes@company.org,19292383363,portuguese,"December 29, 2016"
118136,Matt,Barnes,matt.barnes@company.org,19292383363,portuguese,"January 12, 2006"
252897,Scott,Barnes,scott.barnes@company.org,19292383363,portuguese,"September 14, 2002"
321552,Tony,Barnette,tony.barnette@company.org,19292383363,portuguese,"August 22, 2003"
184525,Tucker,Barnhart,tucker.barnhart@company.org,19292383363,portuguese,"January 6, 2009"
369903,Chris,Barnwell,chris.barnwell@company.org,19292383363,portuguese,"October 2, 2016"
291061,Daniel,Barone,daniel.barone@company.org,19292383363,portuguese,"April 30, 2018"
170177,Steven,Baron,steven.baron@company.org,19292383363,portuguese,"March 7, 2009"
238238,Kyle,Barraclough,kyle.barraclough@company.org,19292383363,portuguese,"January 3, 2006"
245633,Aaron,Barrett,aaron.barrett@company.org,19292383363,portuguese,"October 18, 2016"
153649,Franklin,Barreto,franklin.barreto@company.org,19292383363,portuguese,"April 30, 2005"
128054,Jake,Barrett,jake.barrett@company.org,19292383363,portuguese,"June 1, 2017"
102408,Michael,Barrett,michael.barrett@company.org,19292383363,portuguese,"November 9, 2010"
128115,Jaime,Barria,jaime.barria@company.org,19292383363,portuguese,"April 15, 2013"
314034,Manuel,Barrios,manuel.barrios@company.org,19292383363,spanish,"March 13, 2004"
268017,Yhonathan,Barrios,yhonathan.barrios@company.org,19292383363,english,"May 17, 2009"
107698,Tony,Barron,tony.barron@company.org,19292383363,english,"September 10, 2012"
305147,Jeff,Barry,jeff.barry@company.org,19292383363,english,"December 6, 2013"
377427,Kevin,Barry,kevin.barry@company.org,19292383363,english,"March 21, 2008"
135244,Kimera,Bartee,kimera.bartee@company.org,19292383363,french,"January 3, 2010"
211887,Jimmy,Barthmaier,jimmy.barthmaier@company.org,19292383363,english,"August 28, 2016"
125699,Jason,Bartlett,jason.bartlett@company.org,19292383363,english,"January 16, 2012"
307866,Brian,Barton,brian.barton@company.org,19292383363,spanish,"October 3, 2012"
48003,Cliff,Bartosh,cliff.bartosh@company.org,19292383363,english,"January 11, 2005"
186976,Daric,Barton,daric.barton@company.org,19292383363,italian,"January 22, 2002"
273796,Shawn,Barton,shawn.barton@company.org,19292383363,english,"May 15, 2015"
321085,Philip,Barzilla,philip.barzilla@company.org,19292383363,english,"May 17, 2004"
66294,Chris,Basak,chris.basak@company.org,19292383363,english,"September 4, 2006"
163000,Tyler,Bashlor,tyler.bashlor@company.org,19292383363,spanish,"May 2, 2001"
169592,Anthony,Bass,anthony.bass@company.org,19292383363,english,"August 17, 2015"
79351,Brian,Bass,brian.bass@company.org,19292383363,english,"June 8, 2011"
273499,Chris,Bassitt,chris.bassitt@company.org,19292383363,english,"September 12, 2009"
117379,Antonio,Bastardo,antonio.bastardo@company.org,19292383363,spanish,"February 9, 2014"
351427,Rich,Batchelor,rich.batchelor@company.org,19292383363,english,"December 3, 2015"
394057,Aaron,Bates,aaron.bates@company.org,19292383363,french,"June 21, 2003"
108264,Jason,Bates,jason.bates@company.org,19292383363,english,"May 27, 2001"
362818,Miguel,Batista,miguel.batista@company.org,19292383363,english,"March 20, 2010"
57168,Tony,Batista,tony.batista@company.org,19292383363,english,"June 15, 2013"
227830,Allen,Battle,allen.battle@company.org,19292383363,english,"June 20, 2010"
234621,Howard,Battle,howard.battle@company.org,19292383363,english,"February 24, 2004"
284433,Jake,Bauers,jake.bauers@company.org,19292383363,english,"August 18, 2006"
251947,Rick,Bauer,rick.bauer@company.org,19292383363,english,"November 28, 2001"
380070,Trevor,Bauer,trevor.bauer@company.org,19292383363,english,"January 15, 2009"
380741,Justin,Baughman,justin.baughman@company.org,19292383363,italian,"April 22, 2007"
373442,Buddy,Baumann,buddy.baumann@company.org,19292383363,english,"September 13, 2014"
104937,Danny,Bautista,danny.bautista@company.org,19292383363,english,"August 2, 2013"
150080,Denny,Bautista,denny.bautista@company.org,19292383363,english,"May 2, 2013"
64019,Gerson,Bautista,gerson.bautista@company.org,19292383363,english,"August 29, 2013"
389932,Jose,Bautista,jose.bautista@company.org,19292383363,english,"February 3, 2010"
59564,Rafael,Bautista,rafael.bautista@company.org,19292383363,english,"April 28, 2015"
371382,Mike,Baxter,mike.baxter@company.org,19292383363,english,"November 3, 2006"
313003,Jason,Bay,jason.bay@company.org,19292383363,english,"July 17, 2018"
230143,Jonah,Bayliss,jonah.bayliss@company.org,19292383363,english,"August 31, 2012"
226122,Yorman,Bazardo,yorman.bazardo@company.org,19292383363,english,"March 18, 2002"
90780,Brandon,Beachy,brandon.beachy@company.org,19292383363,english,"October 13, 2008"
132486,Trey,Beamon,trey.beamon@company.org,19292383363,spanish,"April 2, 2012"
184407,Colter,Bean,colter.bean@company.org,19292383363,english,"February 21, 2000"
120868,Pedro,Beato,pedro.beato@company.org,19292383363,english,"July 14, 2005"
143624,Blake,Beavan,blake.beavan@company.org,19292383363,portuguese,"May 30, 2013"
275620,Steve,Bechler,steve.bechler@company.org,19292383363,english,"April 20, 2003"
213078,Chad,Beck,chad.beck@company.org,19292383363,english,"September 30, 2006"
105130,Chris,Beck,chris.beck@company.org,19292383363,english,"August 26, 2012"
200127,Josh,Beckett,josh.beckett@company.org,19292383363,english,"September 11, 2003"
116585,Rich,Becker,rich.becker@company.org,19292383363,english,"December 5, 2018"
116623,Robbie,Beckett,robbie.beckett@company.org,19292383363,english,"July 14, 2016"
215330,Gordon,Beckham,gordon.beckham@company.org,19292383363,english,"December 10, 2014"
326543,Tim,Beckham,tim.beckham@company.org,19292383363,english,"December 3, 2017"
395173,Erik,Bedard,erik.bedard@company.org,19292383363,english,"January 28, 2006"
89488,Cam,Bedrosian,cam.bedrosian@company.org,19292383363,english,"October 25, 2011"
341163,Matt,Beech,matt.beech@company.org,19292383363,english,"November 20, 2016"
144251,Tyler,Beede,tyler.beede@company.org,19292383363,english,"September 8, 2008"
238783,Jalen,Beeks,jalen.beeks@company.org,19292383363,english,"May 11, 2018"
114165,Dallas,Beeler,dallas.beeler@company.org,19292383363,italian,"May 16, 2018"
211659,Joe,Beimel,joe.beimel@company.org,19292383363,italian,"January 8, 2001"
389619,Kevin,Beirne,kevin.beirne@company.org,19292383363,italian,"October 9, 2005"
99957,Mike,Belfiore,mike.belfiore@company.org,19292383363,italian,"September 21, 2005"
313366,Matt,Belisle,matt.belisle@company.org,19292383363,italian,"May 17, 2007"
298544,Ronald,Belisario,ronald.belisario@company.org,19292383363,italian,"December 4, 2012"
143736,Todd,Belitz,todd.belitz@company.org,19292383363,italian,"February 15, 2010"
206377,Jeff,Beliveau,jeff.beliveau@company.org,19292383363,italian,"May 20, 2006"
111376,Tim,Belk,tim.belk@company.org,19292383363,italian,"July 26, 2002"
382948,Andrew,Bellatti,andrew.bellatti@company.org,19292383363,italian,"October 19, 2015"
235011,Chad,Bell,chad.bell@company.org,19292383363,italian,"August 21, 2003"
112915,David,Bell,david.bell@company.org,19292383363,italian,"May 1, 2018"
52949,Heath,Bell,heath.bell@company.org,19292383363,italian,"July 27, 2015"
349967,Mark,Bellhorn,mark.bellhorn@company.org,19292383363,italian,"October 24, 2015"
350093,Clay,Bellinger,clay.bellinger@company.org,19292383363,italian,"September 28, 2000"
311321,Cody,Bellinger,cody.bellinger@company.org,19292383363,italian,"May 1, 2019"
331592,Ronnie,Belliard,ronnie.belliard@company.org,19292383363,english,"December 31, 2013"
138077,Josh,Bell,josh.bell@company.org,19292383363,english,"February 20, 2006"
153198,Mike,Bell,mike.bell@company.org,19292383363,english,"September 26, 2010"
325167,Edwin,Bellorin,edwin.bellorin@company.org,19292383363,english,"December 26, 2013"
305114,Rob,Bell,rob.bell@company.org,19292383363,english,"September 5, 2004"
236305,Trevor,Bell,trevor.bell@company.org,19292383363,english,"April 5, 2008"
146769,Vince,Belnome,vince.belnome@company.org,19292383363,english,"January 30, 2014"
76469,Duane,Below,duane.below@company.org,19292383363,english,"June 2, 2000"
162747,Brandon,Belt,brandon.belt@company.org,19292383363,english,"April 17, 2007"
373995,Adrian,Beltre,adrian.beltre@company.org,19292383363,english,"February 21, 2017"
131183,Carlos,Beltran,carlos.beltran@company.org,19292383363,french,"September 1, 2003"
327572,Engel,Beltre,engel.beltre@company.org,19292383363,english,"September 9, 2005"
221999,Francis,Beltran,francis.beltran@company.org,19292383363,english,"January 31, 2013"
79606,Omar,Beltre,omar.beltre@company.org,19292383363,english,"June 17, 2019"
179254,Rigo,Beltran,rigo.beltran@company.org,19292383363,english,"October 10, 2016"
311129,Marvin,Benard,marvin.benard@company.org,19292383363,english,"November 5, 2016"
116713,Alan,Benes,alan.benes@company.org,19292383363,english,"February 20, 2001"
349608,Andrew,Benintendi,andrew.benintendi@company.org,19292383363,english,"December 27, 2015"
293970,Armando,Benitez,armando.benitez@company.org,19292383363,english,"July 4, 2015"
355916,Yamil,Benitez,yamil.benitez@company.org,19292383363,english,"April 18, 2003"
389344,Erik,Bennett,erik.bennett@company.org,19292383363,english,"May 19, 2013"
392306,Gary,Bennett,gary.bennett@company.org,19292383363,english,"September 12, 2007"
81702,Jeff,Bennett,jeff.bennett@company.org,19292383363,spanish,"January 20, 2008"
279673,Joel,Bennett,joel.bennett@company.org,19292383363,english,"October 5, 2017"
327211,Shayne,Bennett,shayne.bennett@company.org,19292383363,english,"February 6, 2008"
118749,Joaquin,Benoit,joaquin.benoit@company.org,19292383363,english,"March 25, 2004"
146571,Joe,Benson,joe.benson@company.org,19292383363,english,"December 19, 2007"
243044,Kris,Benson,kris.benson@company.org,19292383363,spanish,"March 10, 2014"
174007,Chad,Bentz,chad.bentz@company.org,19292383363,english,"March 1, 2014"
286203,Jeff,Berblinger,jeff.berblinger@company.org,19292383363,italian,"July 14, 2017"
159492,Jason,Bere,jason.bere@company.org,19292383363,english,"February 1, 2011"
175867,James,Beresford,james.beresford@company.org,19292383363,french,"July 9, 2016"
323414,Dave,Berg,dave.berg@company.org,19292383363,english,"June 29, 2000"
209262,Brandon,Berger,brandon.berger@company.org,19292383363,english,"December 28, 2000"
183774,Brad,Bergesen,brad.bergesen@company.org,19292383363,english,"January 28, 2012"
49486,Peter,Bergeron,peter.bergeron@company.org,19292383363,english,"July 10, 2016"
141520,Justin,Berg,justin.berg@company.org,19292383363,english,"November 9, 2015"
399069,Christian,Bergman,christian.bergman@company.org,19292383363,english,"August 1, 2018"
177869,Dusty,Bergman,dusty.bergman@company.org,19292383363,english,"May 12, 2003"
104421,Jason,Bergmann,jason.bergmann@company.org,19292383363,english,"January 19, 2002"
212748,Sean,Bergman,sean.bergman@company.org,19292383363,english,"March 19, 2014"
166635,William,Bergolla,william.bergolla@company.org,19292383363,english,"September 5, 2015"
68310,Jason,Berken,jason.berken@company.org,19292383363,spanish,"November 26, 2018"
371437,Lance,Berkman,lance.berkman@company.org,19292383363,english,"February 21, 2001"
